# stan_version_major = 2
# stan_version_minor = 24
# stan_version_patch = 0
# model = lognormal_inf_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = /home/george/OneDrive/OPTIMLab/Grants/Aerosols/code/aerosols/temp.data.R
# init = /home/george/OneDrive/OPTIMLab/Grants/Aerosols/code/aerosols/temp.init.R
# random
#   seed = 207132
# output
#   file = output-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_mu,mu_sigma,sigma_alpha,sigma_beta,mu,sigma
1.37898e+09,0.980659,6.41591e-05,2,3,0,-1.37897e+09,-0.306792,0.0100033,1.99998,2.24989,-1.20661,0.532514
1.37898e+09,0.939917,6.41591e-05,3,7,0,-1.37898e+09,-0.306792,0.0100033,1.99998,2.24989,-1.20661,0.532505
1.37898e+09,0.808198,6.41591e-05,4,15,0,-1.37898e+09,-0.306791,0.0100033,1.99997,2.24989,-1.20658,0.532472
1.37898e+09,0.980182,6.41591e-05,2,3,0,-1.37898e+09,-0.306792,0.0100033,1.99997,2.24989,-1.20655,0.532439
1.37898e+09,0.980351,6.41591e-05,2,3,0,-1.37898e+09,-0.306791,0.0100034,1.99998,2.24989,-1.20652,0.532407
1.37898e+09,0.990891,6.41591e-05,1,1,0,-1.37898e+09,-0.306791,0.0100034,1.99998,2.24989,-1.20651,0.532399
1.37898e+09,0.980359,6.41591e-05,2,3,0,-1.37898e+09,-0.306792,0.0100033,1.99997,2.24989,-1.20648,0.532366
1.37898e+09,0.991618,6.41591e-05,1,1,0,-1.37898e+09,-0.306792,0.0100033,1.99998,2.24989,-1.20648,0.532359
1.37899e+09,0.940091,6.41591e-05,3,7,0,-1.37898e+09,-0.306791,0.0100033,1.99998,2.24989,-1.20642,0.532285
1.37899e+09,0.939683,6.41591e-05,3,7,0,-1.37899e+09,-0.306792,0.0100033,1.99997,2.24989,-1.20629,0.532157
1.37899e+09,0.980629,6.41591e-05,2,3,0,-1.37899e+09,-0.306792,0.0100033,1.99997,2.24989,-1.20626,0.532124
1.37899e+09,0.991025,6.41591e-05,1,1,0,-1.37899e+09,-0.306792,0.0100033,1.99997,2.24989,-1.20625,0.532117
1.37899e+09,0.99073,6.41591e-05,1,1,0,-1.37899e+09,-0.306791,0.0100033,1.99997,2.24989,-1.20625,0.53211
1.379e+09,0.954767,6.41591e-05,2,3,0,-1.37899e+09,-0.306791,0.0100033,1.99997,2.24989,-1.20619,0.532034
1.379e+09,0.95441,6.41591e-05,2,3,0,-1.379e+09,-0.30679,0.0100033,1.99997,2.24989,-1.20612,0.53196
1.379e+09,0.990134,6.41591e-05,1,1,0,-1.379e+09,-0.30679,0.0100033,1.99997,2.24989,-1.20611,0.531953
1.379e+09,0.991196,6.41591e-05,1,1,0,-1.379e+09,-0.306791,0.0100033,1.99997,2.24989,-1.2061,0.531946
1.379e+09,0.980055,6.41591e-05,2,3,0,-1.379e+09,-0.30679,0.0100033,1.99997,2.24989,-1.20609,0.531938
1.379e+09,0.990439,6.41591e-05,1,1,0,-1.379e+09,-0.30679,0.0100033,1.99997,2.24989,-1.20608,0.53193
1.379e+09,0.98,6.41591e-05,2,3,0,-1.379e+09,-0.30679,0.0100033,1.99997,2.24989,-1.20606,0.531896
1.379e+09,0.991238,6.41591e-05,1,1,0,-1.379e+09,-0.30679,0.0100033,1.99997,2.24989,-1.20605,0.531889
1.37901e+09,0.939761,6.41591e-05,3,7,0,-1.379e+09,-0.30679,0.0100033,1.99997,2.24989,-1.20599,0.531816
1.37901e+09,0.980333,6.41591e-05,2,3,0,-1.37901e+09,-0.30679,0.0100033,1.99997,2.24989,-1.20598,0.531808
1.3791e+09,0.519592,6.41591e-05,5,31,0,-1.37901e+09,-0.306788,0.0100033,1.99998,2.24987,-1.20409,0.529678
1.3791e+09,0.989978,6.41591e-05,1,1,0,-1.3791e+09,-0.306788,0.0100033,1.99998,2.24987,-1.20408,0.52967
1.3791e+09,0.979988,6.41591e-05,2,3,0,-1.3791e+09,-0.306788,0.0100033,1.99998,2.24987,-1.20407,0.529662
1.3791e+09,0.979641,6.41591e-05,2,3,0,-1.3791e+09,-0.306788,0.0100033,1.99998,2.24987,-1.20407,0.529654
1.37911e+09,0.800126,6.41591e-05,4,15,0,-1.3791e+09,-0.306785,0.0100033,1.99998,2.24987,-1.20388,0.529453
1.37912e+09,0.936692,6.41591e-05,3,7,0,-1.37911e+09,-0.306783,0.0100033,1.99998,2.24987,-1.20382,0.529379
1.37912e+09,0.98969,6.41591e-05,1,1,0,-1.37912e+09,-0.306784,0.0100033,1.99998,2.24987,-1.20381,0.529371
1.37912e+09,0.978885,6.41591e-05,2,3,0,-1.37912e+09,-0.306784,0.0100033,1.99998,2.24987,-1.20378,0.529336
1.37912e+09,0.990004,6.41591e-05,1,1,0,-1.37912e+09,-0.306784,0.0100033,1.99998,2.24987,-1.20377,0.529328
1.37912e+09,0.989551,6.41591e-05,1,1,0,-1.37912e+09,-0.306783,0.0100033,1.99998,2.24987,-1.20376,0.52932
1.37912e+09,0.952317,6.41591e-05,2,3,0,-1.37912e+09,-0.306784,0.0100033,1.99998,2.24987,-1.20374,0.529285
1.37912e+09,0.990321,6.41591e-05,1,1,0,-1.37912e+09,-0.306785,0.0100033,1.99998,2.24987,-1.20373,0.529278
1.37912e+09,0.952259,6.41591e-05,2,3,0,-1.37912e+09,-0.306784,0.0100033,1.99998,2.24987,-1.2037,0.529245
1.37913e+09,0.819391,6.41591e-05,3,7,0,-1.37912e+09,-0.306786,0.0100033,1.99998,2.24987,-1.20343,0.52894
1.37914e+09,0.989647,6.41591e-05,1,1,0,-1.37913e+09,-0.306786,0.0100033,1.99998,2.24987,-1.20342,0.528932
1.37914e+09,0.990307,6.41591e-05,1,1,0,-1.37914e+09,-0.306786,0.0100033,1.99998,2.24988,-1.20342,0.528923
1.37914e+09,0.797845,6.41591e-05,4,15,0,-1.37914e+09,-0.306788,0.0100033,1.99998,2.24987,-1.2033,0.528796
1.37914e+09,0.935792,6.41591e-05,3,7,0,-1.37914e+09,-0.306787,0.0100033,1.99998,2.24987,-1.20329,0.528788
1.37914e+09,0.989818,6.41591e-05,1,1,0,-1.37914e+09,-0.306786,0.0100033,1.99998,2.24987,-1.20329,0.528779
1.37914e+09,0.818197,6.41591e-05,3,7,0,-1.37914e+09,-0.306785,0.0100033,1.99998,2.24987,-1.20326,0.528745
1.37914e+09,0.990094,6.41591e-05,1,1,0,-1.37914e+09,-0.306785,0.0100033,1.99998,2.24987,-1.20325,0.528737
1.37915e+09,0.951931,6.41591e-05,2,3,0,-1.37914e+09,-0.306785,0.0100033,1.99998,2.24987,-1.20322,0.528702
1.37915e+09,0.979215,6.41591e-05,2,3,0,-1.37915e+09,-0.306785,0.0100033,1.99998,2.24987,-1.2032,0.528669
1.37915e+09,0.989751,6.41591e-05,1,1,0,-1.37915e+09,-0.306785,0.0100033,1.99998,2.24987,-1.20319,0.528661
1.37915e+09,0.951623,6.41591e-05,2,3,0,-1.37915e+09,-0.306785,0.0100033,1.99998,2.24987,-1.20313,0.528583
1.37915e+09,0.990034,6.41591e-05,1,1,0,-1.37915e+09,-0.306785,0.0100033,1.99998,2.24987,-1.20312,0.528576
1.37915e+09,0.989704,6.41591e-05,1,1,0,-1.37915e+09,-0.306785,0.0100033,1.99998,2.24987,-1.20311,0.528568
1.37915e+09,0.989942,6.41591e-05,1,1,0,-1.37915e+09,-0.306784,0.0100033,1.99998,2.24987,-1.2031,0.528561
1.37915e+09,0.935735,6.41591e-05,3,7,0,-1.37915e+09,-0.306785,0.0100033,1.99998,2.24987,-1.20309,0.528553
1.37915e+09,0.97949,6.41591e-05,2,3,0,-1.37915e+09,-0.306786,0.0100033,1.99998,2.24987,-1.20309,0.528545
1.37915e+09,0.979122,6.41591e-05,2,3,0,-1.37915e+09,-0.306786,0.0100033,1.99998,2.24988,-1.20306,0.528512
1.37916e+09,0.935795,6.41591e-05,3,7,0,-1.37915e+09,-0.306786,0.0100033,1.99998,2.24988,-1.20299,0.528435
1.37916e+09,0.990735,6.41591e-05,1,1,0,-1.37916e+09,-0.306786,0.0100033,1.99998,2.24988,-1.20298,0.528427
1.37916e+09,0.979325,6.41591e-05,2,3,0,-1.37916e+09,-0.306786,0.0100033,1.99998,2.24988,-1.20298,0.528419
1.37916e+09,0.978897,6.41591e-05,2,3,0,-1.37916e+09,-0.306786,0.0100033,1.99998,2.24988,-1.20295,0.528386
1.37916e+09,0.979071,6.41591e-05,2,3,0,-1.37916e+09,-0.306787,0.0100033,1.99998,2.24988,-1.20294,0.528378
1.37917e+09,0.817071,6.41591e-05,3,7,0,-1.37916e+09,-0.306785,0.0100033,1.99999,2.24988,-1.20275,0.528167
1.37917e+09,0.989989,6.41591e-05,1,1,0,-1.37917e+09,-0.306785,0.0100033,1.99999,2.24988,-1.20274,0.528159
1.37917e+09,0.979257,6.41591e-05,2,3,0,-1.37917e+09,-0.306785,0.0100033,1.99999,2.24988,-1.20274,0.528151
1.37917e+09,0.951451,6.41591e-05,2,3,0,-1.37917e+09,-0.306785,0.0100034,1.99999,2.24988,-1.20267,0.528076
1.37917e+09,0.935068,6.41591e-05,3,7,0,-1.37917e+09,-0.306784,0.0100034,1.99999,2.24988,-1.20266,0.528067
1.37917e+09,0.978569,6.41591e-05,2,3,0,-1.37917e+09,-0.306785,0.0100034,1.99999,2.24988,-1.20266,0.528058
1.37918e+09,0.978469,6.41591e-05,2,3,0,-1.37917e+09,-0.306784,0.0100034,1.99999,2.24988,-1.20262,0.528025
1.37918e+09,0.978549,6.41591e-05,2,3,0,-1.37918e+09,-0.306784,0.0100034,1.99999,2.24988,-1.20262,0.528016
1.37918e+09,0.990225,6.41591e-05,1,1,0,-1.37918e+09,-0.306785,0.0100034,1.99999,2.24988,-1.20261,0.528008
1.37918e+09,0.990025,6.41591e-05,1,1,0,-1.37918e+09,-0.306785,0.0100034,1.99999,2.24988,-1.2026,0.528001
1.37918e+09,0.989835,6.41591e-05,1,1,0,-1.37918e+09,-0.306785,0.0100034,1.99999,2.24988,-1.2026,0.527992
1.37918e+09,0.978215,6.41591e-05,2,3,0,-1.37918e+09,-0.306784,0.0100034,1.99999,2.24988,-1.20259,0.527983
1.37918e+09,0.97946,6.41591e-05,2,3,0,-1.37918e+09,-0.306785,0.0100034,1.99999,2.24988,-1.20258,0.527976
1.37918e+09,0.99034,6.41591e-05,1,1,0,-1.37918e+09,-0.306785,0.0100034,1.99999,2.24988,-1.20258,0.527968
1.37918e+09,0.934934,6.41591e-05,3,7,0,-1.37918e+09,-0.306785,0.0100034,1.99999,2.24988,-1.20257,0.52796
1.37918e+09,0.990087,6.41591e-05,1,1,0,-1.37918e+09,-0.306785,0.0100034,1.99999,2.24988,-1.20256,0.527952
1.3792e+09,0.815985,6.41591e-05,3,7,0,-1.37918e+09,-0.306788,0.0100033,1.99999,2.24987,-1.20219,0.527536
1.3792e+09,0.793253,6.41591e-05,4,15,0,-1.3792e+09,-0.306787,0.0100033,1.99999,2.24987,-1.20207,0.527404
1.37921e+09,0.989655,6.41591e-05,1,1,0,-1.3792e+09,-0.306788,0.0100033,1.99999,2.24987,-1.20206,0.527396
1.37921e+09,0.0618676,6.41591e-05,8,255,0,-1.37921e+09,-0.306787,0.0100033,1.99999,2.24987,-1.20203,0.527363
1.37921e+09,0.97871,6.41591e-05,2,3,0,-1.37921e+09,-0.306788,0.0100033,1.99999,2.24987,-1.202,0.527331
1.37921e+09,0.989651,6.41591e-05,1,1,0,-1.37921e+09,-0.306788,0.0100033,1.99999,2.24987,-1.202,0.527323
1.37921e+09,0.978758,6.41591e-05,2,3,0,-1.37921e+09,-0.306788,0.0100033,1.99999,2.24987,-1.20196,0.52729
1.37921e+09,0.950358,6.41591e-05,2,3,0,-1.37921e+09,-0.306788,0.0100033,1.99999,2.24987,-1.20194,0.527256
1.37921e+09,0.978295,6.41591e-05,2,3,0,-1.37921e+09,-0.306788,0.0100033,1.99999,2.24987,-1.20193,0.527247
1.37922e+09,0.934191,6.41591e-05,3,7,0,-1.37921e+09,-0.306788,0.0100033,1.99999,2.24987,-1.20186,0.527172
1.37922e+09,0.989614,6.41591e-05,1,1,0,-1.37922e+09,-0.306788,0.0100033,1.99999,2.24987,-1.20185,0.527165
1.37922e+09,0.934288,6.41591e-05,3,7,0,-1.37922e+09,-0.306788,0.0100033,1.99999,2.24987,-1.20184,0.527157
1.37922e+09,0.97899,6.41591e-05,2,3,0,-1.37922e+09,-0.306788,0.0100033,1.99999,2.24987,-1.20181,0.527125
1.37922e+09,0.978401,6.41591e-05,2,3,0,-1.37922e+09,-0.306787,0.0100033,1.99999,2.24987,-1.20178,0.527091
1.37922e+09,0.978171,6.41591e-05,2,3,0,-1.37922e+09,-0.306787,0.0100033,2,2.24987,-1.20175,0.527057
1.37922e+09,0.12381,6.41591e-05,7,127,0,-1.37922e+09,-0.306787,0.0100033,2,2.24986,-1.20168,0.526983
1.37922e+09,0.989028,6.41591e-05,1,1,0,-1.37922e+09,-0.306787,0.0100033,2,2.24987,-1.20168,0.526974
1.37923e+09,0.989227,6.41591e-05,1,1,0,-1.37922e+09,-0.306787,0.0100033,2,2.24986,-1.20167,0.526966
1.37923e+09,0.989256,6.41591e-05,1,1,0,-1.37923e+09,-0.306787,0.0100033,2,2.24986,-1.20166,0.526957
1.37923e+09,0.989723,6.41591e-05,1,1,0,-1.37923e+09,-0.306787,0.0100033,1.99999,2.24986,-1.20165,0.526949
1.37923e+09,0.933823,6.41591e-05,3,7,0,-1.37923e+09,-0.306786,0.0100033,2,2.24986,-1.20163,0.526915
1.37923e+09,0.977832,6.41591e-05,2,3,0,-1.37923e+09,-0.306786,0.0100033,2,2.24986,-1.2016,0.526878
1.37923e+09,0.978672,6.41591e-05,2,3,0,-1.37923e+09,-0.306787,0.0100033,1.99999,2.24986,-1.20159,0.52687
1.37923e+09,0.989863,6.41591e-05,1,1,0,-1.37923e+09,-0.306786,0.0100033,2,2.24986,-1.20159,0.526863
1.37923e+09,0.989336,6.41591e-05,1,1,0,-1.37923e+09,-0.306786,0.0100033,2,2.24986,-1.20158,0.526855
1.37923e+09,0.978622,6.41591e-05,2,3,0,-1.37923e+09,-0.306786,0.0100033,2,2.24986,-1.20154,0.526823
1.37923e+09,0.99007,6.41591e-05,1,1,0,-1.37923e+09,-0.306786,0.0100033,1.99999,2.24987,-1.20154,0.526815
1.37923e+09,0.949932,6.41591e-05,2,3,0,-1.37923e+09,-0.306785,0.0100033,2,2.24987,-1.20151,0.526782
1.37923e+09,0.989698,6.41591e-05,1,1,0,-1.37923e+09,-0.306785,0.0100033,2,2.24987,-1.2015,0.526774
1.37923e+09,0.990146,6.41591e-05,1,1,0,-1.37923e+09,-0.306785,0.0100033,2,2.24987,-1.20149,0.526766
1.37923e+09,0.989193,6.41591e-05,1,1,0,-1.37923e+09,-0.306786,0.0100033,2,2.24987,-1.20149,0.526758
1.37924e+09,0.989131,6.41591e-05,1,1,0,-1.37923e+09,-0.306786,0.0100033,2,2.24987,-1.20148,0.52675
1.37924e+09,0.989675,6.41591e-05,1,1,0,-1.37924e+09,-0.306786,0.0100033,2,2.24987,-1.20147,0.526742
1.37924e+09,0.990025,6.41591e-05,1,1,0,-1.37924e+09,-0.306786,0.0100033,2,2.24987,-1.20146,0.526735
1.37924e+09,0.978921,6.41591e-05,2,3,0,-1.37924e+09,-0.306786,0.0100033,1.99999,2.24987,-1.20146,0.526727
1.37924e+09,0.990187,6.41591e-05,1,1,0,-1.37924e+09,-0.306786,0.0100033,2,2.24987,-1.20145,0.526719
1.37924e+09,0.933687,6.41591e-05,3,7,0,-1.37924e+09,-0.306787,0.0100033,2,2.24987,-1.20138,0.526642
1.37924e+09,0.934272,6.41591e-05,3,7,0,-1.37924e+09,-0.306786,0.0100033,2,2.24987,-1.20131,0.52657
1.37925e+09,0.977901,6.41591e-05,2,3,0,-1.37924e+09,-0.306787,0.0100033,2,2.24987,-1.20128,0.526535
1.37925e+09,0.978051,6.41591e-05,2,3,0,-1.37925e+09,-0.306787,0.0100033,2,2.24987,-1.20128,0.526527
1.37925e+09,0.989461,6.41591e-05,1,1,0,-1.37925e+09,-0.306788,0.0100033,2,2.24987,-1.20127,0.526519
1.37925e+09,0.989209,6.41591e-05,1,1,0,-1.37925e+09,-0.306788,0.0100033,2,2.24987,-1.20126,0.526511
1.37925e+09,0.989431,6.41591e-05,1,1,0,-1.37925e+09,-0.306787,0.0100033,2,2.24987,-1.20125,0.526503
1.37925e+09,0.978281,6.41591e-05,2,3,0,-1.37925e+09,-0.306787,0.0100033,2,2.24987,-1.20124,0.526495
1.37925e+09,0.990175,6.41591e-05,1,1,0,-1.37925e+09,-0.306787,0.0100033,2,2.24987,-1.20124,0.526488
1.37925e+09,0.933464,6.41591e-05,3,7,0,-1.37925e+09,-0.306788,0.0100033,2,2.24987,-1.20117,0.526413
1.37925e+09,0.989321,6.41591e-05,1,1,0,-1.37925e+09,-0.306788,0.0100033,2,2.24987,-1.20116,0.526404
1.37926e+09,0.811301,6.41591e-05,3,7,0,-1.37925e+09,-0.306787,0.0100033,2,2.24987,-1.20104,0.526267
1.37926e+09,0.989603,6.41591e-05,1,1,0,-1.37926e+09,-0.306787,0.0100033,2,2.24987,-1.20103,0.526259
1.37927e+09,0.495285,6.41591e-05,5,31,0,-1.37926e+09,-0.306786,0.0100033,1.99999,2.24987,-1.20084,0.526044
1.37927e+09,0.977949,6.41591e-05,2,3,0,-1.37927e+09,-0.306786,0.0100033,1.99999,2.24987,-1.20081,0.52601
1.37928e+09,0.247065,6.41591e-05,6,63,0,-1.37927e+09,-0.306785,0.0100033,1.99999,2.24987,-1.20069,0.525877
1.37928e+09,0.989995,6.41591e-05,1,1,0,-1.37928e+09,-0.306785,0.0100033,1.99999,2.24987,-1.20069,0.525869
